"id";"k_wil";"nama_sls";"rt";"art";"validasi";"perlakuan";"cek";"catatan"
"36639";"1206051015000300";"DUSUN 3";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36640";"1206051015000300";"DUSUN 3";"44";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36641";"1206051015000300";"DUSUN 3";"59";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36642";"1206051015000300";"DUSUN 3";"63";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36643";"1206051015000300";"DUSUN 3";"69";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36644";"1206052002000100";"DUSUN PAGAR GUNUNG";"1";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36645";"1206052002000100";"DUSUN PAGAR GUNUNG";"10";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36646";"1206052002000100";"DUSUN PAGAR GUNUNG";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36647";"1206052002000100";"DUSUN PAGAR GUNUNG";"12";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36648";"1206052002000100";"DUSUN PAGAR GUNUNG";"17";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36649";"1206052002000100";"DUSUN PAGAR GUNUNG";"19";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36650";"1206052002000100";"DUSUN PAGAR GUNUNG";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36651";"1206052002000100";"DUSUN PAGAR GUNUNG";"24";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36652";"1206052002000100";"DUSUN PAGAR GUNUNG";"25";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36653";"1206052002000100";"DUSUN PAGAR GUNUNG";"26";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36654";"1206052002000100";"DUSUN PAGAR GUNUNG";"27";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36655";"1206052002000100";"DUSUN PAGAR GUNUNG";"28";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36656";"1206052002000100";"DUSUN PAGAR GUNUNG";"3";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36657";"1206052002000100";"DUSUN PAGAR GUNUNG";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36658";"1206052002000100";"DUSUN PAGAR GUNUNG";"32";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36659";"1206052002000100";"DUSUN PAGAR GUNUNG";"33";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36660";"1206052002000100";"DUSUN PAGAR GUNUNG";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36661";"1206052002000100";"DUSUN PAGAR GUNUNG";"35";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36662";"1206052002000100";"DUSUN PAGAR GUNUNG";"38";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36663";"1206052002000100";"DUSUN PAGAR GUNUNG";"40";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36664";"1206052002000100";"DUSUN PAGAR GUNUNG";"41";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36665";"1206052002000100";"DUSUN PAGAR GUNUNG";"42";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36666";"1206052002000100";"DUSUN PAGAR GUNUNG";"43";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36667";"1206052002000100";"DUSUN PAGAR GUNUNG";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36668";"1206052002000100";"DUSUN PAGAR GUNUNG";"51";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36669";"1206052002000100";"DUSUN PAGAR GUNUNG";"56";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36670";"1206052002000100";"DUSUN PAGAR GUNUNG";"58";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36671";"1206052002000100";"DUSUN PAGAR GUNUNG";"60";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36672";"1206052002000100";"DUSUN PAGAR GUNUNG";"63";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36673";"1206052002000100";"DUSUN PAGAR GUNUNG";"64";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36674";"1206052002000100";"DUSUN PAGAR GUNUNG";"69";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36675";"1206052002000100";"DUSUN PAGAR GUNUNG";"7";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36676";"1206052002000100";"DUSUN PAGAR GUNUNG";"71";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36677";"1206052002000100";"DUSUN PAGAR GUNUNG";"72";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36678";"1206052002000100";"DUSUN PAGAR GUNUNG";"73";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36679";"1206052002000100";"DUSUN PAGAR GUNUNG";"8";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36680";"1206052002000100";"DUSUN PAGAR GUNUNG";"80";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36681";"1206052002000100";"DUSUN PAGAR GUNUNG";"84";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36682";"1206052002000100";"DUSUN PAGAR GUNUNG";"85";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36683";"1206052002000100";"DUSUN PAGAR GUNUNG";"88";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36684";"1206052002000100";"DUSUN PAGAR GUNUNG";"89";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36685";"1206052002000100";"DUSUN PAGAR GUNUNG";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36686";"1206052002000100";"DUSUN PAGAR GUNUNG";"90";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36687";"1206052002000100";"DUSUN PAGAR GUNUNG";"91";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36688";"1206052002000100";"DUSUN PAGAR GUNUNG";"93";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36689";"1206052002000300";"DUSUN BATU SANDAR";"12";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36690";"1206052002000300";"DUSUN BATU SANDAR";"15";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36691";"1206052002000300";"DUSUN BATU SANDAR";"16";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36692";"1206052002000300";"DUSUN BATU SANDAR";"18";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36693";"1206052002000300";"DUSUN BATU SANDAR";"19";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36694";"1206052002000300";"DUSUN BATU SANDAR";"20";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36695";"1206052002000300";"DUSUN BATU SANDAR";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36696";"1206052002000300";"DUSUN BATU SANDAR";"25";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36697";"1206052002000300";"DUSUN BATU SANDAR";"26";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36698";"1206052002000300";"DUSUN BATU SANDAR";"27";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36699";"1206052002000300";"DUSUN BATU SANDAR";"28";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36700";"1206052002000300";"DUSUN BATU SANDAR";"29";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36701";"1206052002000300";"DUSUN BATU SANDAR";"4";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36702";"1206052002000300";"DUSUN BATU SANDAR";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36703";"1206052002000300";"DUSUN BATU SANDAR";"7";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36704";"1206052004000200";"DUSUN 2";"10";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36705";"1206052004000200";"DUSUN 2";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36706";"1206052004000200";"DUSUN 2";"14";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36707";"1206052004000200";"DUSUN 2";"15";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36708";"1206052004000200";"DUSUN 2";"17";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36709";"1206052004000200";"DUSUN 2";"18";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36710";"1206052004000200";"DUSUN 2";"19";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36711";"1206052004000200";"DUSUN 2";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36712";"1206052004000200";"DUSUN 2";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36713";"1206052004000200";"DUSUN 2";"27";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36714";"1206052004000200";"DUSUN 2";"28";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36715";"1206052004000200";"DUSUN 2";"29";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36716";"1206052004000200";"DUSUN 2";"3";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36717";"1206052004000200";"DUSUN 2";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36718";"1206052004000200";"DUSUN 2";"32";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36719";"1206052004000200";"DUSUN 2";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36720";"1206052004000200";"DUSUN 2";"35";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36721";"1206052004000200";"DUSUN 2";"36";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36722";"1206052004000200";"DUSUN 2";"39";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36723";"1206052004000200";"DUSUN 2";"40";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36724";"1206052004000200";"DUSUN 2";"41";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36725";"1206052004000200";"DUSUN 2";"42";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36726";"1206052004000200";"DUSUN 2";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36727";"1206052004000200";"DUSUN 2";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36728";"1206052004000300";"DUSUN 3";"1";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36729";"1206052004000300";"DUSUN 3";"10";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36730";"1206052004000300";"DUSUN 3";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36731";"1206052004000300";"DUSUN 3";"13";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36732";"1206052004000300";"DUSUN 3";"14";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36733";"1206052004000300";"DUSUN 3";"16";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36734";"1206052004000300";"DUSUN 3";"17";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36735";"1206052004000300";"DUSUN 3";"18";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36736";"1206052004000300";"DUSUN 3";"19";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36737";"1206052004000300";"DUSUN 3";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36738";"1206052004000300";"DUSUN 3";"20";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36739";"1206052004000300";"DUSUN 3";"21";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36740";"1206052004000300";"DUSUN 3";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36741";"1206052004000300";"DUSUN 3";"23";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36742";"1206052004000300";"DUSUN 3";"24";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36743";"1206052004000300";"DUSUN 3";"25";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36744";"1206052004000300";"DUSUN 3";"3";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36745";"1206052004000300";"DUSUN 3";"30";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36746";"1206052004000300";"DUSUN 3";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36747";"1206052004000300";"DUSUN 3";"32";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36748";"1206052004000300";"DUSUN 3";"34";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36749";"1206052004000300";"DUSUN 3";"35";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36750";"1206052004000300";"DUSUN 3";"37";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36751";"1206052004000300";"DUSUN 3";"38";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36752";"1206052004000300";"DUSUN 3";"39";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36753";"1206052004000300";"DUSUN 3";"40";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36754";"1206052004000300";"DUSUN 3";"42";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36755";"1206052004000300";"DUSUN 3";"44";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36756";"1206052004000300";"DUSUN 3";"45";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36757";"1206052004000300";"DUSUN 3";"5";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36758";"1206052004000300";"DUSUN 3";"6";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36759";"1206052004000300";"DUSUN 3";"8";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36760";"1206052004000300";"DUSUN 3";"9";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36761";"1206052005000300";"DUSUN SIPAGABU";"1";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36762";"1206052005000300";"DUSUN SIPAGABU";"10";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36763";"1206052005000300";"DUSUN SIPAGABU";"11";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36764";"1206052005000300";"DUSUN SIPAGABU";"12";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36765";"1206052005000300";"DUSUN SIPAGABU";"13";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36766";"1206052005000300";"DUSUN SIPAGABU";"14";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36767";"1206052005000300";"DUSUN SIPAGABU";"15";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36768";"1206052005000300";"DUSUN SIPAGABU";"16";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36769";"1206052005000300";"DUSUN SIPAGABU";"17";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36770";"1206052005000300";"DUSUN SIPAGABU";"18";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36771";"1206052005000300";"DUSUN SIPAGABU";"19";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36772";"1206052005000300";"DUSUN SIPAGABU";"2";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36773";"1206052005000300";"DUSUN SIPAGABU";"21";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36774";"1206052005000300";"DUSUN SIPAGABU";"22";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36775";"1206052005000300";"DUSUN SIPAGABU";"25";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36776";"1206052005000300";"DUSUN SIPAGABU";"26";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36777";"1206052005000300";"DUSUN SIPAGABU";"27";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36778";"1206052005000300";"DUSUN SIPAGABU";"28";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36779";"1206052005000300";"DUSUN SIPAGABU";"31";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
"36780";"1206052005000300";"DUSUN SIPAGABU";"32";NULL;"Menerima Bantuan tapi Tidak Punya Rekening";"Perbaiki dokumen dan entrian, menerima bantuan harus ada rekening";"sudah";NULL
