"id";"k_wil";"nama_sls";"rt";"art";"validasi";"perlakuan";"cek";"catatan"
"28930";"1206030018000400";"LINGKUNGAN 4";"151";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28931";"1206030020000200";"LINGKUNGAN 2";"1";"4";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28932";"1206030020000200";"LINGKUNGAN 2";"23";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28933";"1206030020000200";"LINGKUNGAN 2";"38";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28934";"1206030020000400";"LINGKUNGAN 4";"3";"4";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28935";"1206030021000200";"LINGKUNGAN 2";"33";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28936";"1206030021000200";"LINGKUNGAN 2";"45";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28937";"1206030021000200";"LINGKUNGAN 2";"45";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28938";"1206030021000200";"LINGKUNGAN 2";"57";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28939";"1206030021000200";"LINGKUNGAN 2";"57";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28940";"1206030021000200";"LINGKUNGAN 2";"75";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28941";"1206030021000200";"LINGKUNGAN 2";"105";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28942";"1206030021000200";"LINGKUNGAN 2";"117";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28943";"1206030021000200";"LINGKUNGAN 2";"135";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28944";"1206030021000200";"LINGKUNGAN 2";"151";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28945";"1206030021000200";"LINGKUNGAN 2";"152";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28946";"1206030021000200";"LINGKUNGAN 2";"154";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28947";"1206030021000200";"LINGKUNGAN 2";"154";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28948";"1206030021000200";"LINGKUNGAN 2";"155";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28949";"1206030021000200";"LINGKUNGAN 2";"159";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28950";"1206030021000200";"LINGKUNGAN 2";"170";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28951";"1206030021000200";"LINGKUNGAN 2";"171";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28952";"1206030024000100";"DUSUN 1";"49";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28953";"1206030027000200";"DUSUN GALA GALA";"48";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28954";"1206030031000100";"DUSUN 1";"18";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28955";"1206030031000100";"DUSUN 1";"41";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28956";"1206030031000100";"DUSUN 1";"66";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28957";"1206030031000100";"DUSUN 1";"71";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28958";"1206030031000100";"DUSUN 1";"74";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28959";"1206030031000100";"DUSUN 1";"124";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28960";"1206030031000400";"DUSUN 4";"6";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28961";"1206030031000400";"DUSUN 4";"7";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28962";"1206030031000400";"DUSUN 4";"21";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28963";"1206030031000400";"DUSUN 4";"40";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28964";"1206030031000400";"DUSUN 4";"58";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28965";"1206030032000100";"DUSUN 1";"3";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28966";"1206030032000100";"DUSUN 1";"11";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28967";"1206030032000100";"DUSUN 1";"25";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28968";"1206030032000100";"DUSUN 1";"52";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28969";"1206030033000200";"LINGKUNGAN 3";"40";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28970";"1206030033000200";"LINGKUNGAN 3";"59";"4";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28971";"1206030033000200";"LINGKUNGAN 3";"84";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28972";"1206030033000200";"LINGKUNGAN 3";"101";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28973";"1206030033000200";"LINGKUNGAN 3";"101";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28974";"1206030035000200";"DUSUN 2";"2";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28975";"1206030037000200";"DUSUN 2";"4";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28976";"1206030037000200";"DUSUN 2";"9";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28977";"1206030037000200";"DUSUN 2";"41";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28978";"1206030037000200";"DUSUN 2";"57";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28979";"1206030037000200";"DUSUN 2";"72";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28980";"1206030037000200";"DUSUN 2";"75";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28981";"1206030037000200";"DUSUN 2";"82";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28982";"1206030037000200";"DUSUN 2";"82";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28983";"1206030037000200";"DUSUN 2";"82";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28984";"1206030039000100";"DUSUN 1 SUNGE";"39";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28985";"1206031001000100";"DUSUN 1";"18";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"belum";NULL
"28986";"1206031002000100";"DUSUN 1";"18";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28987";"1206031002000200";"DUSUN 2";"36";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28988";"1206031002000200";"DUSUN 2";"40";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28989";"1206031002000200";"DUSUN 2";"41";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28990";"1206031002000200";"DUSUN 2";"51";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28991";"1206031002000200";"DUSUN 2";"52";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28992";"1206031002000200";"DUSUN 2";"55";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28993";"1206031002000300";"DUSUN 3";"11";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28994";"1206031002000300";"DUSUN 3";"18";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28995";"1206031002000300";"DUSUN 3";"19";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28996";"1206031002000300";"DUSUN 3";"51";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28997";"1206031004000600";"DUSUN 6";"3";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28998";"1206031004000600";"DUSUN 6";"3";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"28999";"1206031006000100";"DUSUN 1";"44";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29000";"1206031006000300";"DUSUN 3";"5";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29001";"1206031006000300";"DUSUN 3";"5";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29002";"1206040002000200";"DUSUN LUMBAN SITIO TIO";"15";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29003";"1206040002000200";"DUSUN LUMBAN SITIO TIO";"42";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29004";"1206040003000200";"DUSUN PASAR SIMOTUNG";"92";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29005";"1206040003000200";"DUSUN PASAR SIMOTUNG";"110";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29006";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"24";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29007";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"35";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29008";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"37";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29009";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"44";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29010";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"44";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29011";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"127";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29012";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"129";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29013";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"158";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29014";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"162";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29015";"1206040005000400";"DUSUN 4 PERUMAHAN KORPRI";"183";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29016";"1206040006000100";"DUSUN 1";"61";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29017";"1206040006000100";"DUSUN 1";"61";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29018";"1206040009000100";"DUSUN LUMBAN RIA RIA";"114";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29019";"1206040010000600";"DUSUN PARIK PARSOPOAN";"5";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29020";"1206040011000100";"DUSUN PASAR MELINTANG";"38";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29021";"1206040011000100";"DUSUN PASAR MELINTANG";"73";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29022";"1206040011000100";"DUSUN PASAR MELINTANG";"79";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29023";"1206040012000100";"DUSUN BARAT";"6";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29024";"1206040012000100";"DUSUN BARAT";"7";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29025";"1206040012000100";"DUSUN BARAT";"122";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29026";"1206040013000200";"LINGKUNGAN 2";"114";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29027";"1206040013000200";"LINGKUNGAN 2";"112";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29028";"1206040013000200";"LINGKUNGAN 2";"110";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29029";"1206040013000200";"LINGKUNGAN 2";"97";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29030";"1206040013000200";"LINGKUNGAN 2";"60";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29031";"1206040014000200";"DUSUN GOMPAR TAHAN";"25";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29032";"1206040014000200";"DUSUN GOMPAR TAHAN";"50";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29033";"1206040014000300";"DUSUN GOMPARSIBASAR";"56";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29034";"1206040015000200";"DUSUN 2 LUMBAN BAGASAN TORUAN";"11";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29035";"1206040018000200";"DUSUN PUBALUBIS";"46";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29036";"1206040018000200";"DUSUN PUBALUBIS";"75";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29037";"1206040018000600";"DUSUN PANALASA";"1";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29038";"1206040018000600";"DUSUN PANALASA";"3";"3";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29039";"1206040018000600";"DUSUN PANALASA";"4";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29040";"1206050004000100";"DUSUN 1";"3";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29041";"1206050004000100";"DUSUN 1";"8";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29042";"1206050009000400";"LINGKUNGAN DOLOK SAE";"2";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29043";"1206050009000400";"LINGKUNGAN DOLOK SAE";"2";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29044";"1206050009001000";"LINGKUNGAN RT 4";"40";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29045";"1206050009001000";"LINGKUNGAN RT 4";"44";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29046";"1206050009001000";"LINGKUNGAN RT 4";"118";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29047";"1206050010000400";"DUSUN PONDOK PABRIK";"71";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"belum";NULL
"29048";"1206050018000400";"DUSUN 4 DALAN KULI";"52";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29049";"1206050018000400";"DUSUN 4 DALAN KULI";"96";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29050";"1206050018000400";"DUSUN 4 DALAN KULI";"108";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29051";"1206050021000700";"DUSUN BANJAR TONGA";"5";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29052";"1206050021000700";"DUSUN BANJAR TONGA";"23";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29053";"1206050027000400";"DUSUN RIBIDANG";"5";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29054";"1206050027000400";"DUSUN RIBIDANG";"46";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29055";"1206051005000700";"DUSUN 7";"2";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29056";"1206051005000700";"DUSUN 7";"6";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29057";"1206051006000100";"DUSUN BANJAR TONGA";"50";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29058";"1206051006000300";"DUSUN BANJAR PARDEDE";"1";"2";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
"29059";"1206051006000300";"DUSUN BANJAR PARDEDE";"2";"1";"PNS tapi Tidak Punya Pensiunan";"PNS harus ada pensiunan, perbaiki di dokumen dan entrian";"sudah";NULL
